나이성별,차량아이디,차량아이디_빈도수,scaled_차량아이디_빈도수
4,11,25,1.4328657314629258
21,57,14,1.1989795918367347
36,17,6,1.4787234042553192
9,13,177,7.115830115830116
23,18,19,1.1599210266535045
24,33,39,1.2608695652173914
88,34,81,2.306715063520871
70,91,325,3.3960558751027117
66,73,56,1.35007072135785
9,48,88,4.023166023166024
42,52,5,1.0227992400253325
24,8,102,1.6933638443935926
23,20,58,1.5064165844027642
103,53,2,1.1
55,31,21,1.7758620689655173
49,53,61,1.3562005277044855
75,57,5,1.3214285714285714
53,20,61,1.8598726114649682
70,85,90,1.6581758422350041
34,142,12,1.2780898876404494
55,51,61,3.327586206896552
4,71,37,1.6492985971943888
12,35,17,1.8089887640449438
95,14,43,10.0
87,107,13,1.2378854625550662
63,21,88,1.711818181818182
26,7,12,1.1073752711496745
107,107,7,1.2307692307692308
43,119,255,2.023276633840645
94,48,23,2.8857142857142857
28,78,30,1.3074204946996466
25,26,59,1.7229916897506925
31,21,47,1.8247011952191237
25,21,59,1.7229916897506925
84,11,55,2.400576368876081
69,16,124,1.942930153321976
15,82,5,1.5714285714285714
31,34,94,2.6673306772908365
63,128,15,1.1145454545454545
11,84,100,4.977678571428572
12,61,1,1.0
69,35,142,2.0809199318569
43,30,85,1.3384064458370637
13,113,33,4.130434782608696
9,91,68,3.328185328185328
55,13,108,5.150862068965518
7,132,9,1.216867469879518
12,95,67,4.337078651685393
86,16,43,1.8552036199095023
46,36,157,1.6056945642795513
29,55,48,1.681159420289855
47,103,111,1.6289707750952986
64,16,125,1.770718232044199
54,85,94,2.3434991974317816
69,36,90,1.682282793867121
74,113,127,4.554858934169279
24,16,107,1.7276887871853548
63,28,45,1.36
70,75,22,1.1552999178307313
32,82,63,2.0730769230769233
92,107,13,1.4821428571428572
58,14,58,10.0
46,146,19,1.0698878343399483
1,43,24,2.0837696335078535
47,123,41,1.2287166454891996
46,34,364,2.4094046591889557
16,124,16,4.461538461538462
4,101,129,3.308617234468938
11,28,13,1.4821428571428572
62,55,55,1.8321917808219177
49,5,27,1.1543535620052772
42,128,7,1.0341988600379988
26,114,131,2.268980477223427
49,136,120,1.7064643799472297
1,101,59,3.7329842931937174
30,50,35,1.4377682403433476
26,17,26,1.2440347071583513
4,69,4,1.0541082164328657
2,14,163,7.813084112149532
105,48,32,2.87248322147651
64,100,40,1.242403314917127
30,100,27,1.334763948497854
33,22,1,1.0
29,110,11,1.144927536231884
26,46,4,1.029284164859002
69,48,250,2.90885860306644
86,40,58,2.160633484162896
34,21,36,1.8848314606741572
11,13,69,3.7321428571428577
53,134,15,1.200636942675159
103,95,35,4.4
11,55,17,1.6428571428571428
32,71,61,2.0384615384615383
28,108,4,1.0318021201413428
43,82,150,1.6002685765443152
52,28,90,1.7444237918215613
3,20,18,1.4919614147909968
56,76,23,1.7333333333333334
42,59,29,1.1595946801773274
87,113,213,5.202643171806168
102,33,1,1.0
33,30,49,2.3374613003095974
70,35,150,2.101889893179951
46,86,337,2.3045729076790336
106,70,5,1.2
32,107,52,1.8826923076923077
4,43,185,4.318637274549099
22,26,53,1.5454545454545454
29,40,68,1.9710144927536233
50,8,7,1.0314868804664723
107,95,102,4.884615384615385
22,114,23,1.2307692307692308
22,40,90,1.9335664335664335
71,31,41,1.5980066445182723
31,114,66,2.165338645418327
115,35,6,3.25
60,34,10,6.785714285714286
70,142,20,1.1405094494658998
10,15,3,1.0501392757660168
48,109,4,1.013138686131387
50,110,58,1.2991253644314869
48,111,60,1.2583941605839417
24,122,7,1.0411899313501145
53,36,73,2.031847133757962
29,11,108,2.5507246376811596
50,142,13,1.0629737609329446
13,16,15,2.3695652173913047
14,48,31,3.347826086956522
12,100,10,1.4550561797752808
42,106,30,1.1652944901836606
76,28,14,2.0353982300884956
62,114,19,1.2773972602739727
53,128,8,1.1003184713375795
16,28,8,2.6153846153846154
29,132,34,1.4782608695652175
55,48,18,1.6594827586206895
22,33,15,1.1468531468531469
76,35,38,3.9469026548672566
13,20,9,1.7826086956521738
23,40,115,2.012833168805528
110,113,82,5.142045454545455
22,76,35,1.3566433566433567
56,97,45,2.466666666666667
45,70,48,1.2583995113011608
71,138,3,1.0299003322259135
64,27,12,1.0683701657458564
90,100,9,1.140077821011673
11,114,11,1.4017857142857144
44,100,77,1.219160525472605
8,95,108,3.3373786407766994
4,48,198,4.55310621242485
31,29,12,1.197211155378486
31,15,3,1.0358565737051793
91,19,7,1.3195266272189348
92,13,155,7.187500000000001
32,88,17,1.2769230769230768
70,78,67,1.4880854560394412
28,76,49,1.5088339222614842
26,20,72,1.693058568329718
105,84,86,6.134228187919463
8,59,11,1.2184466019417477
83,51,149,5.454849498327759
105,124,94,6.617449664429531
5,59,22,1.63
23,43,133,2.1727541954590324
71,76,24,1.3438538205980066
8,19,9,1.174757281553398
8,64,2,1.0218446601941749
52,100,35,1.2843866171003717
116,28,2,1.375
46,31,255,1.9861949956859362
87,76,33,1.6343612334801763
71,16,75,2.106312292358804
55,106,27,2.0086206896551726
31,43,60,2.0577689243027892
89,88,22,1.4324942791762014
93,124,56,5.267241379310345
29,95,221,4.188405797101449
30,20,66,1.836909871244635
36,21,12,2.0531914893617023
88,113,305,5.96551724137931
48,88,107,1.4642335766423358
47,41,11,1.0571791613722998
15,124,23,4.142857142857142
50,137,49,1.2518950437317784
52,69,22,1.1756505576208178
73,57,19,1.50625
5,51,301,10.0
102,119,5,1.4615384615384617
9,124,178,7.1505791505791505
57,51,26,3.7777777777777777
25,127,61,1.7479224376731302
43,28,93,1.370635631154879
8,101,94,3.0315533980582527
61,137,2,1.0168539325842696
12,28,24,2.1629213483146064
25,71,73,1.8975069252077563
87,36,45,1.8722466960352424
64,7,5,1.0248618784530386
92,123,13,1.4821428571428572
82,91,47,3.9154929577464785
43,5,181,1.7251566696508505
45,109,6,1.0274893097128894
108,132,11,1.3543307086614171
62,31,177,3.7123287671232874
106,124,99,5.9
4,33,10,1.1623246492985972
44,50,108,1.3085549503364307
91,40,44,3.289940828402367
101,14,47,10.0
32,46,1,1.0
32,114,74,2.2634615384615384
53,97,80,2.1321656050955413
61,21,47,1.7752808988764044
105,13,88,6.25503355704698
53,15,4,1.0429936305732483
64,57,75,1.4599447513812154
23,100,32,1.2754195459032576
73,113,151,5.21875
28,69,25,1.254416961130742
31,30,58,2.02191235059761
106,84,108,6.3500000000000005
41,132,25,1.1633888048411498
24,76,118,1.803203661327231
21,103,24,1.3520408163265305
107,13,121,5.615384615384616
53,83,7,1.0859872611464967
54,40,52,1.7367576243980738
104,101,73,5.5
41,128,10,1.0612708018154313
55,85,48,2.8232758620689657
25,31,142,2.757617728531856
42,35,62,1.3476884103863205
86,71,57,2.1402714932126696
61,100,31,1.5056179775280898
42,8,17,1.09119696010133
49,50,75,1.4393139841688654
86,100,6,1.1018099547511313
50,78,58,1.2991253644314869
114,71,3,1.346153846153846
30,35,97,2.236051502145923
82,101,76,5.753521126760563
4,110,4,1.0541082164328657
31,51,173,4.083665338645419
70,26,133,1.9761709120788824
24,46,4,1.0205949656750573
63,35,64,1.5154545454545456
21,33,4,1.0459183673469388
86,19,9,1.1628959276018098
65,9,14,1.114818449460255
54,97,121,2.7335473515248796
49,36,100,1.587730870712401
31,91,169,4.011952191235061
52,36,94,1.7778810408921932
26,33,28,1.2635574837310195
46,134,66,1.2523727351164797
44,107,146,1.4181352130727332
89,16,47,1.9473684210526314
108,114,27,1.921259842519685
33,144,2,1.0278637770897834
22,99,12,1.1153846153846154
107,51,83,4.153846153846154
62,99,3,1.0308219178082192
28,73,45,1.4664310954063606
11,119,16,1.6026785714285716
63,109,3,1.0163636363636364
106,33,13,1.6
68,29,31,1.1908127208480566
85,82,13,1.2958904109589042
43,138,99,1.3948075201432408
45,23,1,1.0
50,97,211,2.1020408163265305
72,119,42,1.5712074303405572
3,48,96,3.7491961414790995
33,132,13,1.3343653250773992
58,91,47,8.263157894736842
12,107,17,1.8089887640449438
83,21,17,1.4816053511705687
71,20,80,2.181063122923588
88,40,105,2.6987295825771325
12,124,101,6.056179775280899
3,91,77,3.1993569131832795
64,18,21,1.1243093922651934
30,97,113,2.4420600858369097
49,146,12,1.0653034300791557
42,12,6,1.0284990500316655
33,16,38,2.0309597523219813
44,134,140,1.4008330663248958
84,33,13,1.3112391930835736
73,21,35,1.95625
62,85,22,1.3236301369863013
63,8,24,1.1881818181818182
5,91,87,3.58
92,48,61,3.4107142857142856
101,51,36,7.8478260869565215
42,103,66,1.370487650411653
22,103,25,1.2517482517482517
71,91,164,3.4368770764119603
42,85,76,1.4274857504749843
73,48,45,2.2375
65,71,123,2.0775269872423947
63,36,57,1.4581818181818182
73,11,47,2.29375
21,106,8,1.1071428571428572
43,3,24,1.0926589077887199
42,55,156,1.8834705509816339
63,82,50,1.4009090909090909
50,73,147,1.7661807580174926
62,136,11,1.154109589041096
43,21,158,1.6324977618621308
54,57,38,1.534510433386838
66,82,146,1.922913719943423
27,20,56,1.7819905213270142
55,123,9,1.3103448275862069
107,123,5,1.153846153846154
113,13,40,10.0
34,123,12,1.2780898876404494
26,71,136,2.3177874186550973
24,15,8,1.0480549199084668
43,40,388,2.5590868397493285
68,88,88,1.553356890459364
56,95,48,2.566666666666667
2,35,8,1.294392523364486
84,16,36,1.9077809798270895
24,114,82,1.5560640732265445
51,69,17,1.092485549132948
66,86,174,2.1011315417256013
52,127,25,1.2007434944237918
5,84,114,4.39
78,114,19,5.909090909090909
93,55,4,1.2327586206896552
12,119,26,2.264044943820225
22,71,59,1.6083916083916083
71,35,96,2.420265780730897
90,124,259,5.517509727626459
8,111,7,1.1310679611650485
25,33,12,1.1371191135734073
8,13,231,6.024271844660195
68,132,94,1.5915194346289754
44,17,59,1.1672540852290934
86,107,23,1.4479638009049773
108,48,110,4.862204724409448
69,82,53,1.3986371379897786
17,85,1,1.0
46,52,8,1.0271786022433131
69,57,32,1.237649063032368
36,124,51,5.787234042553191
45,127,74,1.4013439218081858
91,35,21,2.06508875739645
108,95,83,3.905511811023622
56,124,84,3.7666666666666666
50,69,15,1.073469387755102
3,100,14,1.3762057877813505
24,137,30,1.1990846681922196
97,22,1,1.0
51,17,63,1.3583815028901733
49,20,133,1.783641160949868
116,13,21,8.5
68,119,173,2.0939929328621907
50,119,164,1.8553935860058308
44,3,22,1.0605575136174303
66,20,69,1.4328147100424329
24,73,48,1.322654462242563
62,40,145,3.219178082191781
74,35,74,3.0595611285266457
54,20,64,1.9101123595505618
12,43,56,3.7808988764044944
46,30,108,1.4154443485763588
25,100,16,1.1869806094182827
3,113,33,1.9260450160771705
9,21,43,2.459459459459459
85,13,176,5.315068493150685
76,101,65,6.097345132743363
83,109,1,1.0
71,103,40,1.5830564784053156
32,5,8,1.1211538461538462
45,28,70,1.3793524740378742
31,107,36,1.6274900398406376
48,21,168,1.7313868613138688
53,48,122,2.734076433121019
76,124,66,6.176991150442477
64,78,57,1.3480662983425413
28,137,31,1.3180212014134276
61,132,10,1.151685393258427
69,19,31,1.2299829642248723
46,88,119,1.458153580672994
72,106,32,1.4318885448916407
61,97,140,3.342696629213483
111,51,8,2.0677966101694913
74,119,20,1.536050156739812
5,43,106,4.1499999999999995
47,136,135,1.7662007623888183
67,137,41,1.3111495246326708
57,124,25,3.6666666666666665
33,127,12,1.306501547987616
48,78,76,1.3284671532846715
55,11,22,1.8146551724137931
63,88,42,1.3354545454545454
46,29,29,1.1087144089732528
54,123,26,1.36115569823435
69,111,15,1.1073253833049403
109,18,6,1.2272727272727273
8,21,34,1.720873786407767
34,35,53,2.3146067415730336
15,130,3,1.2857142857142858
6,57,10,1.2361516034985423
65,100,31,1.2649656526005888
25,36,55,1.6731301939058172
76,13,106,9.362831858407079
4,20,12,1.1983967935871744
81,128,1,1.0
42,100,48,1.2678910702976567
85,91,95,3.317808219178082
13,101,32,4.032608695652174
64,31,169,2.044198895027624
61,76,30,1.4887640449438202
32,48,163,3.803846153846154
32,97,104,2.7826923076923076
1,48,56,3.5916230366492146
64,144,2,1.0062154696132597
21,43,84,2.270408163265306
66,17,47,1.2927864214992928
45,143,8,1.0384850335980453
66,18,21,1.1272984441301273
22,5,20,1.1993006993006992
56,100,15,1.4666666666666668
95,101,29,6.999999999999999
98,84,10,3.8928571428571432
52,103,134,2.112453531598513
75,95,46,4.616071428571429
62,103,32,1.4777397260273972
73,73,18,1.478125
70,55,106,1.7764995891536566
67,142,27,1.202247191011236
64,33,42,1.2548342541436464
70,88,66,1.4806902218570255
37,14,59,10.0
71,100,11,1.149501661129568
29,48,156,3.2463768115942027
71,11,87,2.2857142857142856
76,95,23,2.752212389380531
8,90,14,1.2839805825242718
65,36,52,1.4504416094210009
43,97,325,2.305282005371531
69,132,61,1.4599659284497446
56,21,43,2.4
26,43,212,3.0596529284164857
25,46,2,1.0124653739612188
87,91,116,3.2797356828193833
42,31,545,4.100696643445218
41,15,5,1.027231467473525
95,76,6,2.071428571428571
103,40,18,2.7
64,130,39,1.2361878453038673
70,137,47,1.3401807723911259
51,73,81,1.4624277456647399
28,128,7,1.0636042402826855
69,20,99,1.7512776831345827
105,86,7,1.3624161073825503
75,103,16,2.205357142857143
78,14,25,7.545454545454545
33,40,29,1.780185758513932
67,55,122,1.9412273120138288
28,31,118,2.2402826855123674
87,128,7,1.118942731277533
30,123,42,1.5278969957081545
77,28,11,2.69811320754717
1,119,37,2.696335078534031
2,43,38,2.55607476635514
26,21,80,1.7711496746203905
114,124,25,5.153846153846153
16,84,19,5.153846153846154
108,113,82,3.8700787401574805
117,85,2,1.375
43,7,20,1.076544315129812
32,110,15,1.2423076923076923
50,65,25,1.1259475218658892
35,124,74,5.626760563380281
4,106,19,1.3246492985971945
25,40,115,2.4210526315789473
68,35,170,2.0749116607773854
73,100,5,1.1125
52,21,117,1.970260223048327
24,97,258,2.7643020594965675
30,28,50,1.6309012875536482
18,51,5,3.1176470588235294
79,51,5,4.2727272727272725
62,130,8,1.1078767123287672
9,101,43,2.459459459459459
21,20,14,1.1989795918367347
14,40,10,1.7043478260869565
11,128,1,1.0
55,100,9,1.3103448275862069
22,17,3,1.020979020979021
107,84,120,5.5769230769230775
32,26,71,2.2115384615384617
2,33,4,1.1261682242990654
68,103,98,1.6169611307420495
41,111,23,1.1497730711043874
4,114,13,1.216432865731463
104,91,49,4.0
29,144,2,1.0144927536231885
88,85,56,1.8983666061705988
105,142,4,1.1812080536912752
22,97,242,3.5279720279720284
53,26,60,1.8455414012738853
49,54,2,1.0059366754617414
64,106,54,1.3294198895027625
46,9,19,1.0698878343399483
26,50,36,1.341648590021692
3,13,206,6.932475884244372
58,86,14,3.052631578947368
28,20,53,1.5512367491166077
37,40,3,1.3103448275862069
29,50,25,1.3478260869565217
51,30,62,1.352601156069364
72,114,102,2.4071207430340555
45,137,64,1.346365302382407
42,7,1,1.0
109,113,71,4.181818181818182
4,17,9,1.1442885771543085
72,34,137,2.894736842105263
30,114,102,2.300429184549356
60,48,2,1.6428571428571428
60,119,1,1.0
41,123,30,1.1974281391830561
72,50,33,1.4458204334365323
23,128,11,1.0888450148075024
23,71,120,2.0572556762092793
36,11,10,1.8617021276595744
92,113,59,3.3303571428571432
116,14,25,10.0
61,28,15,1.2359550561797752
33,111,8,1.195046439628483
116,84,24,9.625
42,16,178,2.0088663711209627
48,52,13,1.0525547445255474
51,55,88,1.5028901734104045
81,107,6,1.3571428571428572
87,82,41,1.7929515418502202
92,86,19,1.7232142857142858
52,82,147,2.221189591078067
36,13,74,7.98936170212766
5,16,23,1.66
25,53,120,2.4833795013850417
36,34,22,3.0106382978723403
3,85,9,1.2315112540192925
110,21,32,2.585227272727273
104,103,13,1.75
50,2,3,1.0104956268221574
2,119,12,1.4626168224299065
57,13,47,6.111111111111111
13,110,4,1.2934782608695652
75,28,12,1.8839285714285716
89,101,115,3.3478260869565215
22,106,12,1.1153846153846154
55,91,121,5.655172413793104
90,91,135,3.3463035019455254
68,97,158,1.9985865724381626
48,31,223,1.972262773722628
16,76,2,1.2307692307692308
88,30,52,1.8330308529945554
54,91,312,5.492776886035314
81,132,5,1.2857142857142856
68,36,90,1.5660777385159013
14,46,1,1.0
44,33,124,1.3546940083306633
33,31,34,1.9195046439628483
32,78,15,1.2423076923076923
33,75,11,1.278637770897833
110,40,16,1.7670454545454546
83,40,48,2.414715719063545
65,123,58,1.5034347399411188
13,91,47,5.5
56,142,8,1.2333333333333334
2,97,31,2.2616822429906542
44,57,188,1.5392502403075938
12,91,90,5.5
44,142,22,1.0605575136174303
37,84,25,4.724137931034483
52,71,133,2.104089219330855
44,15,13,1.0346042934956745
93,42,1,1.0
52,86,175,2.4553903345724906
42,123,53,1.2963901203293222
64,75,68,1.4164364640883977
24,132,81,1.5491990846681922
41,114,64,1.4288956127080181
46,33,74,1.2834339948231233
29,36,61,1.8695652173913044
69,85,48,1.3603066439523
105,95,59,4.503355704697986
13,17,1,1.0
36,16,10,1.8617021276595744
36,28,8,1.6702127659574468
67,107,55,1.4200518582541055
46,85,102,1.392148403796376
3,111,15,1.405144694533762
17,97,9,4.130434782608695
32,76,39,1.6576923076923076
3,93,3,1.057877813504823
111,97,16,3.288135593220339
52,70,22,1.1756505576208178
27,57,22,1.2985781990521326
48,114,457,2.997080291970803
16,119,5,1.9230769230769231
52,73,72,1.5938661710037174
57,14,82,10.0
14,109,1,1.0
23,31,164,2.44817374136229
82,14,134,9.429577464788734
47,134,68,1.3831003811944091
75,85,19,2.4464285714285716
103,55,19,2.8000000000000003
95,113,14,3.7857142857142856
64,114,100,1.6153314917127073
4,100,12,1.1983967935871744
54,82,84,2.1990369181380416
61,35,5,1.0674157303370786
23,34,49,1.4264560710760117
10,107,19,1.4512534818941505
7,107,24,1.6234939759036144
65,88,55,1.47693817468106
21,95,38,1.566326530612245
32,37,9,1.1384615384615384
68,110,48,1.298939929328622
55,95,78,3.9870689655172415
16,114,1,1.0
73,36,32,1.8718750000000002
81,119,9,1.5714285714285714
81,124,19,2.2857142857142856
50,33,35,1.1784256559766764
10,101,101,3.5069637883008355
63,53,158,2.2845454545454547
43,31,347,2.3939122649955236
24,44,6,1.034324942791762
32,21,57,1.9692307692307693
104,128,1,1.0
88,110,13,1.1960072595281306
70,103,108,1.7912900575184882
71,82,56,1.8222591362126246
49,89,56,1.3265171503957784
44,112,1,1.0
53,43,48,1.6735668789808917
74,33,11,1.2821316614420062
61,16,89,2.4831460674157304
82,53,3,1.1267605633802817
48,46,9,1.0350364963503649
26,52,7,1.0585683297180042
43,15,6,1.0201432408236348
92,40,26,2.0044642857142856
43,22,4,1.0120859444941808
103,101,89,9.8
92,110,4,1.1205357142857144
68,15,4,1.0190812720848057
89,113,189,4.871853546910755
88,89,12,1.1796733212341197
46,128,22,1.0815358067299397
50,30,113,1.5877551020408163
61,85,22,1.3539325842696628
49,137,46,1.267150395778364
33,101,110,4.037151702786377
51,21,83,1.4739884393063583
63,41,4,1.0245454545454546
35,91,58,4.612676056338028
51,78,48,1.2716763005780347
54,15,7,1.086677367576244
4,128,3,1.0360721442885772
35,13,87,6.450704225352112
47,33,35,1.1944091486658195
45,43,151,1.824679291386683
22,29,19,1.1888111888111887
25,134,12,1.1371191135734073
14,21,19,2.408695652173913
51,128,8,1.0404624277456647
32,40,53,1.9
30,85,59,1.7467811158798283
66,103,133,1.84016973125884
32,119,51,1.8653846153846154
22,8,26,1.2622377622377623
10,136,24,1.5766016713091924
32,51,268,5.621153846153846
52,50,64,1.5269516728624535
33,73,12,1.306501547987616
33,34,65,2.78328173374613
55,73,30,2.125
65,144,1,1.0
89,128,10,1.1853546910755148
51,26,81,1.4624277456647399
79,86,5,4.2727272727272725
41,30,164,2.1096822995461424
103,84,55,6.4
41,107,29,1.1906202723146748
37,26,2,1.1551724137931034
46,135,5,1.0155306298533218
23,85,32,1.2754195459032576
87,57,16,1.2973568281938326
54,130,25,1.346709470304976
87,55,49,1.9515418502202644
44,108,5,1.0115347644985582
38,114,2,1.2432432432432434
46,136,208,1.8037100949094045
4,137,6,1.0901803607214429
54,88,21,1.28892455858748
33,136,32,1.8637770897832817
70,46,8,1.0517666392769105
54,110,16,1.21669341894061
30,83,5,1.0515021459227467
82,124,37,3.28169014084507
106,113,39,2.9000000000000004
74,123,11,1.2821316614420062
112,101,30,4.107142857142857
47,35,208,2.1836086404066073
59,57,4,1.84375
48,97,270,2.178102189781022
69,5,13,1.091993185689949
103,48,56,6.500000000000001
35,95,29,2.7746478873239435
88,103,54,1.865698729582577
51,115,2,1.0057803468208093
59,91,9,3.25
75,48,8,1.5625
3,35,19,1.5209003215434083
10,71,20,1.4763231197771587
91,34,18,1.9053254437869822
110,123,8,1.3579545454545454
76,103,5,1.3185840707964602
76,75,6,1.3982300884955752
89,51,68,2.379862700228833
93,16,14,2.0086206896551726
69,78,63,1.475298126064736
35,21,18,2.0774647887323945
49,85,70,1.4096306068601583
35,82,16,1.9507042253521125
31,69,9,1.1434262948207172
48,26,230,2.0029197080291974
35,113,76,5.753521126760563
110,128,1,1.0
27,134,15,1.1990521327014219
72,101,293,5.068111455108359
31,123,19,1.3227091633466137
70,130,48,1.3475760065735416
10,119,25,1.6016713091922006
22,85,17,1.167832167832168
61,22,2,1.0168539325842696
25,9,10,1.1121883656509695
72,40,63,1.8637770897832815
62,113,62,1.9400684931506849
68,128,19,1.114487632508834
112,73,3,1.2142857142857144
25,123,32,1.386426592797784
42,82,90,1.5072830905636478
10,11,24,1.5766016713091924
51,119,53,1.3005780346820808
89,114,54,2.0915331807780317
68,43,113,1.7123674911660778
25,138,37,1.4487534626038783
5,53,19,1.54
46,70,57,1.2174288179465056
64,136,47,1.2859116022099446
10,97,72,2.7799442896935935
28,59,25,1.254416961130742
47,69,22,1.1200762388818297
82,43,23,2.3943661971830985
56,103,20,1.6333333333333333
63,132,65,1.5236363636363637
53,119,38,1.5302547770700636
34,16,32,1.7837078651685392
7,128,2,1.0271084337349397
32,16,48,1.8134615384615385
71,86,75,2.106312292358804
55,107,28,2.0474137931034484
1,31,61,3.827225130890052
27,83,12,1.1563981042654028
34,128,3,1.050561797752809
28,111,21,1.2120141342756185
29,82,58,1.8260869565217392
9,82,13,1.416988416988417
71,97,59,1.867109634551495
69,67,1,1.0
93,95,48,4.6465517241379315
12,40,10,1.4550561797752808
2,110,2,1.0420560747663552
12,51,139,7.977528089887641
85,76,42,2.010958904109589
45,30,57,1.3078802687843616
46,19,39,1.1475409836065573
77,48,6,1.849056603773585
64,19,9,1.0497237569060773
29,17,23,1.318840579710145
10,40,20,1.4763231197771587
49,21,131,1.7717678100263852
31,18,10,1.1613545816733069
22,30,91,1.9440559440559442
68,136,94,1.5915194346289754
35,134,3,1.1267605633802817
46,78,95,1.364969801553063
51,97,95,1.5433526011560694
49,73,165,1.9736147757255935
28,30,63,1.6572438162544172
50,58,10,1.0472303206997085
35,103,10,1.5704225352112675
9,26,21,1.694980694980695
42,86,77,1.4331855604813173
48,18,29,1.1226277372262774
68,33,36,1.2226148409893993
5,26,26,1.75
28,85,51,1.5300353356890461
27,110,24,1.3270142180094786
68,31,132,1.8332155477031802
53,29,19,1.2579617834394905
42,53,59,1.3305889803673212
64,107,68,1.4164364640883977
37,113,29,5.344827586206897
41,17,15,1.0953101361573374
26,70,24,1.2245119305856833
61,15,5,1.0674157303370786
52,128,19,1.1505576208178439
48,37,29,1.1226277372262774
57,35,27,3.888888888888889
24,57,71,1.4805491990846682
5,34,26,1.75
85,106,10,1.2219178082191782
69,25,8,1.0536626916524703
46,125,1,1.0
9,136,5,1.138996138996139
6,36,10,1.2361516034985423
94,43,17,2.3714285714285714
87,114,41,1.7929515418502202
76,91,81,7.371681415929203
63,113,159,2.292727272727273
36,111,3,1.1914893617021276
3,75,16,1.4340836012861735
75,115,3,1.1607142857142856
52,107,121,2.003717472118959
3,57,16,1.4340836012861735
61,30,58,1.9606741573033708
6,20,11,1.2623906705539358
8,31,59,2.266990291262136
108,88,8,1.2480314960629921
77,95,16,3.547169811320755
13,48,26,3.445652173913044
32,137,14,1.225
50,115,8,1.036734693877551
70,100,50,1.362366474938373
26,34,90,1.8687635574837311
72,134,27,1.3622291021671826
66,128,11,1.0636492220650635
69,50,57,1.4293015332197616
88,128,10,1.147005444646098
6,26,16,1.3935860058309038
48,134,62,1.267153284671533
52,26,152,2.2630111524163565
35,132,6,1.3169014084507042
29,30,73,2.0434782608695654
76,34,18,2.353982300884956
82,123,2,1.0633802816901408
67,85,59,1.4511668107173725
65,89,22,1.185475956820412
52,19,16,1.1254646840148699
88,132,40,1.6370235934664246
23,9,16,1.1332675222112536
36,26,10,1.8617021276595744
6,123,8,1.183673469387755
37,13,33,5.9655172413793105
26,15,4,1.029284164859002
63,5,64,1.5154545454545456
55,144,1,1.0
27,86,68,1.95260663507109
5,112,2,1.03
3,30,20,1.54983922829582
1,28,11,1.4712041884816753
100,73,1,1.0
106,11,21,2.0
57,113,80,9.777777777777779
113,84,29,7.461538461538462
72,30,34,1.4597523219814241
21,128,13,1.183673469387755
38,85,2,1.2432432432432434
106,13,139,7.9
57,123,2,1.1111111111111112
8,137,8,1.1529126213592233
85,97,23,1.5424657534246575
21,55,42,1.6275510204081631
35,78,6,1.3169014084507042
106,51,95,5.7
55,114,48,2.8232758620689657
17,103,4,2.1739130434782608
8,30,29,1.6116504854368934
10,113,104,3.582172701949861
49,71,93,1.5461741424802111
91,127,9,1.4260355029585798
52,137,53,1.4349442379182156
32,7,5,1.0692307692307692
34,107,29,1.7078651685393258
23,109,4,1.0266535044422507
74,71,39,2.072100313479624
4,40,41,1.7214428857715431
113,97,10,3.076923076923077
39,40,2,2.0
67,97,75,1.5756266205704408
51,18,15,1.0809248554913293
48,61,7,1.0262773722627736
48,44,11,1.0437956204379562
11,40,17,1.6428571428571428
95,84,28,6.785714285714286
83,8,10,1.2709030100334449
25,69,29,1.3490304709141274
72,19,14,1.1811145510835912
112,119,6,1.5357142857142856
48,128,32,1.1357664233576643
108,26,18,1.6023622047244093
50,19,51,1.2623906705539358
45,8,60,1.3243738546120953
92,35,26,2.0044642857142856
74,30,17,1.45141065830721
102,71,2,1.1153846153846154
33,20,42,2.1424148606811144
74,137,17,1.45141065830721
107,55,10,1.3461538461538463
84,55,89,3.282420749279539
49,128,5,1.0237467018469657
7,106,14,1.3524096385542168
86,76,47,1.9366515837104072
42,15,14,1.0740975300823306
42,18,10,1.051298290056998
83,84,174,6.207357859531773
113,101,13,3.769230769230769
69,34,259,2.9778534923339013
28,75,26,1.265017667844523
32,30,56,1.951923076923077
63,111,37,1.2945454545454544
54,73,64,1.9101123595505618
83,44,1,1.0
68,134,60,1.3752650176678445
56,51,70,3.3000000000000003
72,26,52,1.7105263157894735
52,31,86,1.7109665427509293
39,107,2,2.0
23,17,28,1.2398815399802565
69,114,207,2.5792163543441227
94,36,4,1.2571428571428571
49,78,44,1.2552770448548813
1,132,7,1.2827225130890052
46,5,100,1.3843830888697153
28,145,3,1.021201413427562
23,8,75,1.6574531095755183
8,113,100,3.162621359223301
30,145,1,1.0
83,19,8,1.2107023411371238
7,30,34,1.894578313253012
30,111,23,1.2832618025751072
67,100,26,1.1944684528954193
67,123,22,1.163353500432152
109,36,10,1.4090909090909092
48,7,10,1.0394160583941605
118,51,4,2.6875
50,135,9,1.0419825072886297
57,36,6,1.5555555555555554
84,130,13,1.3112391930835736
51,103,52,1.2947976878612715
102,97,12,2.269230769230769
109,46,1,1.0
1,91,28,2.2722513089005236
57,50,7,1.6666666666666665
87,16,46,1.892070484581498
95,16,2,1.2142857142857142
23,111,45,1.3909180651530109
21,31,244,4.719387755102041
46,37,34,1.128127696289905
48,19,55,1.2364963503649635
6,146,5,1.1049562682215743
11,20,13,1.4821428571428572
41,134,12,1.0748865355521937
30,89,14,1.167381974248927
