나이성별,차량아이디,차량아이디_빈도수,scaled_차량아이디_빈도수
97,73,4,2.8
67,75,27,1.202247191011236
87,103,23,1.4361233480176212
28,144,2,1.010600706713781
43,142,26,1.1007162041181737
4,144,2,1.0180360721442885
8,28,30,1.633495145631068
34,40,30,1.7331460674157304
26,111,38,1.36117136659436
47,29,27,1.1486658195679798
109,13,80,4.590909090909092
64,9,12,1.0683701657458564
64,59,55,1.3356353591160222
4,88,23,1.3967935871743486
8,34,32,1.6771844660194175
26,25,8,1.0683297180043383
64,46,3,1.0124309392265194
106,55,46,3.25
47,89,50,1.2801778907242694
18,13,11,6.294117647058823
11,73,6,1.2008928571428572
23,134,23,1.1954590325765053
76,113,61,5.778761061946902
4,21,40,1.7034068136272547
27,62,3,1.028436018957346
108,82,12,1.389763779527559
29,54,1,1.0
77,34,21,4.39622641509434
2,71,12,1.4626168224299065
102,123,1,1.0
28,50,32,1.3286219081272086
4,142,10,1.1623246492985972
7,40,18,1.4608433734939759
22,100,22,1.2202797202797202
47,83,29,1.1601016518424396
2,40,11,1.4205607476635516
63,43,135,2.0963636363636367
109,91,45,3.0
27,82,39,1.5402843601895735
18,14,18,10.0
35,43,10,1.5704225352112675
35,73,11,1.6338028169014085
106,85,6,1.25
103,11,9,1.8
49,83,15,1.08311345646438
84,20,6,1.1296829971181557
8,132,8,1.1529126213592233
94,51,45,4.771428571428571
34,34,32,1.7837078651685392
104,11,12,1.6875
76,50,4,1.238938053097345
95,21,15,3.9999999999999996
7,34,35,1.9216867469879517
65,31,122,2.068694798822375
93,36,17,2.241379310344828
89,130,14,1.2677345537757436
91,13,68,4.568047337278107
67,78,59,1.4511668107173725
27,100,9,1.1137440758293837
2,20,13,1.5046728971962617
10,20,14,1.3259052924791086
61,26,31,1.5056179775280898
74,34,36,1.9874608150470219
104,71,21,2.25
4,130,4,1.0541082164328657
21,107,21,1.306122448979592
119,84,5,10.0
9,31,36,2.2162162162162162
120,84,1,1.0
50,61,12,1.0577259475218659
71,144,1,1.0
41,144,2,1.0068078668683813
46,59,76,1.2911993097497843
25,78,33,1.3988919667590027
93,13,62,5.732758620689656
112,51,49,6.142857142857143
55,36,20,1.7370689655172413
21,28,15,1.2142857142857144
91,119,9,1.4260355029585798
68,40,168,2.062190812720848
56,108,1,1.0
64,73,20,1.1180939226519337
52,46,5,1.033457249070632
70,31,80,1.5842235004108463
86,119,33,1.6515837104072397
44,144,1,1.0
107,144,1,1.0
17,29,4,2.1739130434782608
48,28,90,1.3897810218978102
48,5,66,1.2846715328467153
63,29,14,1.1063636363636364
75,82,15,2.125
69,107,66,1.4982964224872233
37,21,7,1.9310344827586208
55,86,41,2.5517241379310347
26,137,19,1.175704989154013
87,34,63,2.2290748898678414
7,138,5,1.108433734939759
22,75,7,1.062937062937063
30,110,24,1.296137339055794
23,107,52,1.4531095755182626
84,113,32,1.804034582132565
67,110,26,1.1944684528954193
74,11,20,1.536050156739812
70,5,13,1.0887428101889893
56,129,3,1.0666666666666667
75,11,13,1.9642857142857144
74,132,20,1.536050156739812
56,136,29,1.9333333333333333
3,82,20,1.54983922829582
9,137,8,1.2432432432432432
49,46,3,1.011873350923483
104,43,18,2.0625
23,61,6,1.0444225074037512
110,95,75,4.784090909090909
59,34,17,5.5
55,89,11,1.3879310344827585
25,17,19,1.2243767313019391
74,31,26,1.7053291536050157
30,144,2,1.0128755364806867
90,103,30,1.5077821011673151
33,42,2,1.0278637770897834
34,37,2,1.0252808988764044
50,103,122,1.6349854227405247
27,109,6,1.0710900473933649
98,91,11,4.214285714285714
59,89,2,1.28125
55,28,9,1.3103448275862069
78,124,22,6.7272727272727275
90,123,28,1.472762645914397
13,89,1,1.0
14,35,11,1.7826086956521738
33,29,12,1.306501547987616
112,31,2,1.1071428571428572
67,69,16,1.1166810717372515
4,46,2,1.0180360721442885
1,95,16,1.7068062827225132
13,109,1,1.0
29,70,25,1.3478260869565217
3,44,3,1.057877813504823
26,134,35,1.3318872017353578
35,110,1,1.0
70,83,13,1.0887428101889893
10,103,17,1.4011142061281339
107,124,88,4.346153846153847
45,45,3,1.010995723885156
26,27,6,1.0488069414316703
72,103,55,1.7523219814241484
57,108,1,1.0
35,34,38,3.345070422535211
35,48,17,2.0140845070422535
91,73,10,1.4792899408284024
86,106,14,1.2647058823529411
3,69,8,1.202572347266881
70,143,7,1.0443714050944948
35,68,1,1.0
105,85,6,1.302013422818792
83,90,4,1.0903010033444815
115,20,6,3.25
85,17,18,1.4191780821917808
49,106,56,1.3265171503957784
71,18,10,1.1345514950166113
73,76,23,1.61875
36,107,5,1.3829787234042552
54,111,16,1.21669341894061
33,57,18,1.473684210526316
21,53,36,1.5357142857142856
56,78,6,1.1666666666666667
49,111,29,1.16622691292876
87,100,15,1.277533039647577
35,71,3,1.1267605633802817
31,66,7,1.1075697211155378
12,16,14,1.6573033707865168
12,85,11,1.50561797752809
101,124,8,2.3695652173913047
7,43,70,2.8704819277108435
87,71,37,1.7136563876651982
85,11,39,1.936986301369863
70,21,155,2.1388660640920296
36,8,2,1.0957446808510638
4,109,1,1.0
40,97,3,4.6000000000000005
63,57,38,1.3027272727272727
25,5,51,1.6232686980609419
15,101,25,4.428571428571429
68,90,36,1.2226148409893993
47,138,22,1.1200762388818297
32,15,7,1.103846153846154
88,100,18,1.2776769509981851
21,110,14,1.1989795918367347
26,30,47,1.4490238611713666
110,11,24,2.1761363636363638
10,111,6,1.1253481894150419
18,43,6,3.647058823529412
70,134,53,1.3845521774856204
21,34,7,1.0918367346938775
53,53,22,1.3009554140127388
77,51,4,1.509433962264151
66,19,16,1.0954738330975955
33,85,34,1.9195046439628483
13,107,6,1.4891304347826089
115,15,1,1.0
13,108,1,1.0
23,52,5,1.035538005923001
31,40,56,1.9860557768924303
33,88,14,1.3622291021671826
85,71,68,2.6520547945205477
1,40,19,1.8481675392670156
104,76,15,1.875
52,7,3,1.016728624535316
104,82,8,1.4375
35,107,9,1.5070422535211268
73,107,17,1.4500000000000002
28,28,81,1.8480565371024738
87,142,3,1.0396475770925109
107,111,2,1.0384615384615385
46,137,68,1.2601380500431407
25,75,22,1.2617728531855956
111,36,7,1.9152542372881356
34,134,13,1.303370786516854
41,130,8,1.0476550680786687
103,91,46,5.500000000000001
34,76,32,1.7837078651685392
111,16,6,1.7627118644067796
107,36,15,1.5384615384615385
104,31,17,2.0
55,76,17,1.6206896551724137
85,30,12,1.2712328767123289
31,87,4,1.0537848605577689
36,89,4,1.2872340425531914
97,14,10,6.4
28,89,16,1.1590106007067138
10,30,27,1.6518105849582172
21,114,20,1.2908163265306123
23,46,4,1.0266535044422507
42,34,72,1.4046865104496518
73,136,19,1.50625
68,37,15,1.0890459363957596
69,29,10,1.0689948892674617
25,90,11,1.1246537396121883
7,86,19,1.4879518072289155
27,71,58,1.81042654028436
93,101,47,4.568965517241379
70,128,11,1.0739523418241579
57,107,9,1.8888888888888888
45,69,34,1.1814294441050703
33,106,26,1.696594427244582
17,95,8,3.739130434782609
73,85,53,2.4625000000000004
28,41,4,1.0318021201413428
26,9,6,1.0488069414316703
10,31,37,1.902506963788301
53,31,60,1.8455414012738853
64,85,40,1.242403314917127
3,106,18,1.4919614147909968
11,115,2,1.0401785714285714
27,138,13,1.1706161137440758
85,20,20,1.4684931506849315
46,41,2,1.0038826574633304
84,21,24,1.5965417867435159
90,130,13,1.2101167315175096
8,127,9,1.174757281553398
68,83,15,1.0890459363957596
60,73,3,2.285714285714286
50,123,65,1.3358600583090379
30,53,61,1.7725321888412018
53,22,4,1.0429936305732483
3,26,28,1.7813504823151125
23,33,19,1.1599210266535045
4,75,21,1.3607214428857715
70,19,13,1.0887428101889893
89,82,25,1.494279176201373
47,24,14,1.07433290978399
90,97,56,1.963035019455253
74,20,20,1.536050156739812
76,40,3,1.1592920353982301
45,146,5,1.0219914477703116
67,20,94,1.7234226447709593
89,30,36,1.720823798627002
32,59,11,1.1730769230769231
70,132,72,1.52506162695152
104,55,37,3.25
24,7,10,1.0617848970251718
4,7,1,1.0
31,88,16,1.2689243027888446
54,119,40,1.563402889245586
45,5,93,1.5058032987171655
2,53,10,1.3785046728971964
42,50,20,1.1082963901203293
21,15,2,1.0153061224489797
69,31,65,1.4906303236797274
104,20,4,1.1875
31,132,19,1.3227091633466137
69,28,44,1.329642248722317
44,83,36,1.1009291893623838
67,53,53,1.404494382022472
30,19,24,1.296137339055794
74,88,4,1.0846394984326018
22,36,22,1.2202797202797202
50,42,2,1.0052478134110787
110,136,17,1.8181818181818183
11,146,4,1.1205357142857144
7,127,18,1.4608433734939759
108,36,6,1.1771653543307086
69,54,2,1.0076660988074957
55,55,34,2.2801724137931036
50,87,5,1.0209912536443149
31,17,20,1.3406374501992033
37,28,3,1.3103448275862069
91,83,7,1.3195266272189348
18,84,12,6.8235294117647065
12,136,5,1.202247191011236
10,26,19,1.4512534818941505
64,3,9,1.0497237569060773
9,7,2,1.0347490347490347
62,3,3,1.0308219178082192
9,62,2,1.0347490347490347
10,65,2,1.0250696378830084
58,78,1,1.0
32,55,70,2.1942307692307694
94,18,10,1.7714285714285714
10,130,4,1.075208913649025
69,137,27,1.1993185689948893
91,86,18,1.9053254437869822
70,42,3,1.0147904683648317
71,15,1,1.0
105,19,7,1.3624161073825503
65,65,8,1.0618253189401374
92,27,10,1.3616071428571428
86,108,1,1.0
93,34,7,1.4655172413793105
12,71,10,1.4550561797752808
3,78,14,1.3762057877813505
73,71,35,1.95625
36,101,48,5.5
14,88,2,1.0782608695652174
108,75,8,1.2480314960629921
54,21,87,2.242375601926164
70,28,63,1.4585045193097783
94,85,19,2.5428571428571427
112,28,12,2.1785714285714284
53,88,26,1.35828025477707
92,43,18,1.6830357142857144
13,50,6,1.4891304347826089
49,30,65,1.3799472295514512
1,124,19,1.8481675392670156
29,45,1,1.0
10,114,15,1.350974930362117
88,107,24,1.3756805807622503
89,86,54,2.0915331807780317
89,70,13,1.2471395881006864
89,28,19,1.3707093821510297
44,70,35,1.0980454982377443
30,134,23,1.2832618025751072
5,83,4,1.0899999999999999
64,110,21,1.1243093922651934
44,69,36,1.1009291893623838
67,59,9,1.0622299049265342
88,134,20,1.3103448275862069
110,97,30,2.4829545454545454
87,85,32,1.6145374449339207
104,84,84,6.1875
30,128,11,1.128755364806867
84,137,1,1.0
65,28,49,1.4239450441609423
114,26,4,1.5192307692307692
29,127,21,1.289855072463768
62,111,26,1.3852739726027397
32,109,7,1.103846153846154
90,106,7,1.105058365758755
118,100,1,1.0
15,97,12,2.571428571428571
67,119,66,1.50561797752809
2,21,17,1.6728971962616823
56,137,14,1.4333333333333333
52,111,28,1.2258364312267658
31,31,49,1.860557768924303
113,34,8,2.6153846153846154
8,82,21,1.4368932038834952
31,55,26,1.448207171314741
87,43,45,1.8722466960352424
114,84,42,8.096153846153847
7,53,23,1.5963855421686746
88,45,3,1.0326678765880217
43,58,6,1.0201432408236348
42,138,13,1.0683977200759975
5,85,4,1.0899999999999999
10,132,9,1.200557103064067
44,24,43,1.1211150272348607
33,59,9,1.2229102167182662
12,86,11,1.50561797752809
57,5,1,1.0
65,103,81,1.7065750736015701
76,48,20,2.5132743362831858
63,17,47,1.3763636363636365
12,65,5,1.202247191011236
51,8,10,1.0520231213872833
37,35,5,1.6206896551724137
16,57,3,1.4615384615384615
107,114,14,1.5
63,30,40,1.319090909090909
6,35,24,1.6034985422740524
46,92,4,1.0116479723899914
113,103,4,1.6923076923076923
110,17,5,1.2045454545454546
78,51,9,3.1818181818181817
10,73,3,1.0501392757660168
9,36,2,1.0347490347490347
23,138,78,1.684106614017769
107,88,4,1.1153846153846154
107,127,1,1.0
75,101,61,5.821428571428571
108,86,20,1.6732283464566928
62,88,29,1.4315068493150684
73,132,19,1.50625
30,7,3,1.0257510729613735
2,124,22,1.883177570093458
30,132,33,1.4120171673819741
51,31,86,1.491329479768786
97,101,5,3.4
16,85,9,2.8461538461538463
73,106,20,1.534375
14,84,63,5.852173913043479
62,86,36,1.5393835616438356
50,25,26,1.131195335276968
13,85,6,1.4891304347826089
49,27,4,1.0178100263852243
52,106,50,1.4098513011152416
109,124,74,4.318181818181818
74,73,16,1.4231974921630095
104,95,44,3.6875
98,76,3,1.642857142857143
25,19,26,1.311634349030471
73,114,54,2.490625
10,21,45,2.103064066852368
73,69,3,1.0562500000000001
96,101,8,3.1724137931034484
46,27,17,1.0621225194132873
63,18,9,1.0654545454545454
33,100,6,1.1393188854489165
24,90,21,1.137299771167048
87,119,33,1.6343612334801763
91,130,6,1.2662721893491125
37,50,2,1.1551724137931034
91,103,11,1.532544378698225
45,33,41,1.2199144777031155
45,27,11,1.0549786194257789
65,138,12,1.0971540726202158
65,41,7,1.0529931305201177
65,107,40,1.3444553483807655
50,111,46,1.2361516034985423
112,91,50,6.25
116,30,5,2.5
110,91,60,4.017045454545455
46,46,2,1.0038826574633304
82,20,4,1.1901408450704225
65,75,31,1.2649656526005888
68,82,185,2.1703180212014135
21,59,21,1.306122448979592
102,50,1,1.0
28,66,1,1.0
37,101,27,5.03448275862069
35,114,19,2.140845070422535
83,71,27,1.7826086956521738
23,89,5,1.035538005923001
110,76,11,1.5113636363636362
16,51,40,10.0
71,69,13,1.1794019933554818
35,106,9,1.5070422535211268
29,89,24,1.3333333333333335
2,86,12,1.4626168224299065
88,16,68,2.0943738656987296
82,30,8,1.443661971830986
89,34,53,2.0709382151029745
2,113,18,1.7149532710280373
103,57,6,1.5
90,132,27,1.4552529182879377
92,95,53,3.0892857142857144
75,88,2,1.0803571428571428
72,75,20,1.2647058823529411
71,134,10,1.1345514950166113
112,134,1,1.0
87,50,24,1.4559471365638768
2,50,4,1.1261682242990654
11,101,39,2.5267857142857144
53,19,26,1.35828025477707
85,50,18,1.4191780821917808
56,41,1,1.0
60,113,5,3.5714285714285716
51,46,3,1.0115606936416184
86,46,1,1.0
41,28,27,1.1770045385779122
27,87,10,1.1279620853080567
76,46,3,1.1592920353982301
44,109,8,1.0201858378724769
88,36,26,1.4083484573502723
50,59,11,1.0524781341107872
63,110,16,1.1227272727272728
86,50,19,1.3665158371040724
83,20,20,1.5719063545150502
66,5,42,1.2609618104667608
109,48,39,2.7272727272727275
66,46,3,1.0127298444130126
94,19,2,1.0857142857142856
15,43,10,2.2857142857142856
81,26,8,1.5
81,57,5,1.2857142857142856
29,71,48,1.681159420289855
88,35,50,1.8003629764065336
11,86,14,1.5223214285714286
87,110,5,1.079295154185022
30,2,1,1.0
77,21,13,3.0377358490566033
22,20,11,1.1048951048951048
32,57,32,1.5365384615384614
3,103,9,1.2315112540192925
92,83,2,1.0401785714285714
38,14,38,10.0
13,88,3,1.1956521739130435
12,20,6,1.2528089887640448
84,28,33,1.8299711815561959
81,20,3,1.1428571428571428
88,119,30,1.4736842105263157
2,114,5,1.1682242990654206
35,88,4,1.1901408450704225
6,128,5,1.1049562682215743
83,28,12,1.3311036789297659
92,82,12,1.4419642857142858
19,84,4,4.857142857142858
33,103,32,1.8637770897832817
89,19,16,1.3089244851258581
62,132,10,1.1386986301369864
1,16,17,1.7539267015706805
22,11,22,1.2202797202797202
90,114,63,2.085603112840467
42,66,1,1.0
81,43,18,2.2142857142857144
76,107,5,1.3185840707964602
84,107,11,1.2593659942363113
49,44,7,1.0356200527704487
88,82,44,1.7023593466424682
64,6,3,1.0124309392265194
106,17,8,1.35
52,41,6,1.04182156133829
57,70,2,1.1111111111111112
60,107,2,1.6428571428571428
60,106,1,1.0
13,7,1,1.0
53,123,13,1.1719745222929936
46,99,20,1.0737704918032787
107,43,7,1.2307692307692308
120,13,1,1.0
86,55,85,2.7104072398190047
27,9,11,1.1421800947867298
105,119,17,1.9664429530201342
31,45,1,1.0
66,134,56,1.35007072135785
5,20,14,1.39
111,91,19,3.745762711864407
65,111,27,1.2296368989205102
96,50,7,2.8620689655172415
8,8,10,1.1966019417475728
88,8,5,1.0653357531760437
107,113,72,3.730769230769231
23,45,3,1.0177690029615005
88,20,28,1.441016333938294
27,106,21,1.2843601895734595
5,21,25,1.72
31,2,2,1.0179282868525896
84,35,27,1.674351585014409
89,107,24,1.4736842105263157
3,59,39,2.09967845659164
7,117,4,1.0813253012048192
95,142,3,1.4285714285714284
86,69,10,1.1832579185520362
5,46,1,1.0
5,110,8,1.21
88,136,31,1.4900181488203268
33,110,6,1.1393188854489165
23,73,15,1.1243830207305034
49,45,2,1.0059366754617414
5,88,8,1.21
13,95,27,3.5434782608695654
85,19,7,1.1479452054794521
25,137,19,1.2243767313019391
5,35,24,1.69
47,99,7,1.0343074968233799
6,53,39,1.9970845481049564
11,75,9,1.3214285714285716
73,50,24,1.646875
88,137,9,1.1306715063520871
8,35,26,1.546116504854369
87,88,13,1.2378854625550662
22,78,5,1.0419580419580419
67,50,57,1.435609334485739
3,130,5,1.1157556270096463
69,37,15,1.1073253833049403
85,142,9,1.1972602739726028
114,91,10,2.5576923076923075
114,30,2,1.173076923076923
101,48,15,3.739130434782609
97,48,1,1.0
112,82,5,1.4285714285714286
54,45,3,1.028892455858748
92,31,27,2.044642857142857
107,40,38,2.4230769230769234
77,113,30,5.924528301886792
41,46,5,1.027231467473525
55,132,9,1.3103448275862069
55,59,3,1.0775862068965516
60,101,15,10.000000000000002
111,95,28,5.118644067796611
5,55,29,1.8399999999999999
67,28,49,1.3733794295592048
41,29,35,1.2314674735249622
111,11,14,2.983050847457627
111,40,16,3.288135593220339
99,14,5,10.0
8,55,25,1.5242718446601942
95,100,2,1.2142857142857142
109,11,23,2.0
13,132,7,1.5869565217391304
27,78,37,1.5118483412322274
111,13,25,4.661016949152542
63,136,28,1.220909090909091
56,30,27,1.8666666666666667
92,17,6,1.2008928571428572
9,17,3,1.0694980694980694
79,101,10,8.363636363636363
66,69,13,1.0763790664780764
102,91,11,2.153846153846154
94,17,7,1.5142857142857142
61,50,20,1.3202247191011236
31,33,9,1.1434262948207172
65,106,36,1.309126594700687
57,26,2,1.1111111111111112
88,86,75,2.2087114337568057
93,103,11,1.7758620689655173
6,103,12,1.2886297376093294
108,17,11,1.3543307086614171
115,91,3,1.9000000000000001
63,143,4,1.0245454545454546
47,45,4,1.01715374841169
83,11,40,2.1739130434782608
85,16,54,2.306849315068493
5,5,23,1.66
113,91,19,5.153846153846154
88,76,47,1.7513611615245008
16,34,4,1.6923076923076923
55,29,5,1.1551724137931034
52,142,8,1.058550185873606
4,34,25,1.4328657314629258
32,86,63,2.0730769230769233
93,48,24,2.78448275862069
84,69,8,1.181556195965418
51,70,19,1.1040462427745665
31,46,2,1.0179282868525896
2,95,11,1.4205607476635516
62,75,8,1.1078767123287672
61,123,19,1.303370786516854
56,89,14,1.4333333333333333
7,29,3,1.0542168674698795
83,16,28,1.8127090301003346
35,30,14,1.823943661971831
58,84,46,8.105263157894736
65,118,2,1.0088321884200195
25,70,23,1.2742382271468145
24,18,21,1.137299771167048
85,59,15,1.3452054794520547
24,25,16,1.102974828375286
41,42,1,1.0
69,59,20,1.1456558773424192
115,86,1,1.0
28,64,7,1.0636042402826855
83,136,7,1.1806020066889633
77,85,8,2.188679245283019
9,95,113,4.891891891891892
37,16,9,2.2413793103448274
107,50,11,1.3846153846153846
70,17,58,1.4215283483976993
44,90,37,1.1038128804870235
59,113,20,6.34375
61,11,24,1.3876404494382022
38,20,1,1.0
46,6,14,1.050474547023296
49,97,140,1.825197889182058
5,121,2,1.03
84,5,15,1.3631123919308357
10,106,8,1.1754874651810585
49,29,17,1.0949868073878628
82,50,2,1.0633802816901408
46,2,9,1.0310612597066435
36,55,15,2.3404255319148937
77,22,1,1.0
43,24,15,1.0564010743061774
13,119,3,1.1956521739130435
35,50,7,1.380281690140845
61,55,40,1.6573033707865168
111,124,54,9.084745762711865
5,138,15,1.42
25,67,1,1.0
12,115,1,1.0
48,66,1,1.0
106,15,1,1.0
53,78,14,1.1863057324840764
42,89,2,1.005699810006333
33,37,10,1.2507739938080495
46,67,7,1.0232959447799828
10,17,8,1.1754874651810585
114,90,1,1.0
84,31,50,2.270893371757925
65,132,56,1.4857703631010795
103,30,3,1.2000000000000002
27,29,12,1.1563981042654028
75,107,18,2.366071428571429
95,51,9,2.714285714285714
5,90,9,1.24
44,89,33,1.0922781159884654
90,73,23,1.3852140077821011
24,68,2,1.0068649885583525
54,70,12,1.158908507223114
4,90,18,1.3066132264529058
107,137,1,1.0
68,46,8,1.0445229681978798
90,43,39,1.6653696498054473
82,113,12,1.6971830985915493
78,73,4,1.8181818181818181
85,119,28,1.665753424657534
38,113,8,2.7027027027027026
1,113,21,1.9424083769633507
22,107,28,1.2832167832167831
60,91,4,2.928571428571429
12,21,27,2.3146067415730336
92,106,6,1.2008928571428572
102,31,15,2.6153846153846154
39,97,6,6.0
85,46,4,1.073972602739726
91,55,10,1.4792899408284024
57,28,6,1.5555555555555554
15,95,4,1.4285714285714286
86,82,24,1.4683257918552037
68,127,20,1.1208480565371026
40,16,1,1.0
91,20,22,2.118343195266272
74,57,24,1.6489028213166144
30,8,7,1.0772532188841202
58,34,17,3.526315789473684
2,30,36,2.47196261682243
5,97,48,2.41
7,142,7,1.1626506024096386
31,65,6,1.0896414342629481
57,16,14,2.444444444444444
9,5,11,1.3474903474903475
30,138,10,1.1158798283261802
104,5,19,2.125
17,132,1,1.0
112,103,1,1.0
54,106,37,1.520064205457464
102,103,2,1.1153846153846154
80,84,16,8.5
32,134,21,1.3461538461538463
54,30,52,1.7367576243980738
71,123,8,1.1046511627906976
57,48,11,2.1111111111111107
72,27,5,1.0557275541795665
80,101,11,6.0
63,65,4,1.0245454545454546
24,127,53,1.356979405034325
7,17,5,1.108433734939759
7,110,5,1.108433734939759
89,136,16,1.3089244851258581
97,84,16,10.0
92,130,3,1.0803571428571428
82,28,12,1.6971830985915493
99,130,5,10.0
62,17,18,1.2619863013698631
106,43,32,2.55
44,99,21,1.0576738224927908
69,27,4,1.0229982964224873
107,57,3,1.0769230769230769
108,20,14,1.4606299212598426
88,31,34,1.5390199637023594
90,55,39,1.6653696498054473
86,114,42,1.8348416289592762
50,138,14,1.0682215743440233
11,127,9,1.3214285714285716
13,53,6,1.4891304347826089
62,128,1,1.0
12,125,2,1.050561797752809
72,3,1,1.0
55,97,33,2.2413793103448274
117,101,2,1.375
82,40,41,3.5352112676056335
67,146,7,1.0466724286949005
1,89,3,1.094240837696335
32,8,4,1.051923076923077
90,57,16,1.2626459143968871
45,89,38,1.203420891875382
31,127,23,1.3944223107569722
72,88,32,1.4318885448916407
91,46,7,1.3195266272189348
15,21,9,2.142857142857143
62,26,65,1.9863013698630136
26,8,51,1.4880694143167028
76,30,13,1.9557522123893807
105,35,10,1.5436241610738255
8,50,31,1.6553398058252426
14,134,3,1.1565217391304348
41,3,17,1.1089258698940998
110,55,16,1.7670454545454546
90,146,4,1.0525291828793775
93,26,9,1.6206896551724137
32,33,12,1.1903846153846154
67,106,35,1.26447709593777
31,97,41,1.7171314741035857
113,123,2,1.2307692307692308
45,83,18,1.0934636530238242
78,71,1,1.0
106,40,33,2.6
55,78,7,1.2327586206896552
77,107,10,2.5283018867924527
26,19,10,1.0878524945770065
109,20,13,1.5454545454545454
14,86,5,1.3130434782608695
15,84,22,4.0
13,79,2,1.0978260869565217
88,65,3,1.0326678765880217
74,106,8,1.1974921630094044
12,110,4,1.151685393258427
50,53,56,1.2886297376093294
42,37,8,1.0398986700443318
29,138,9,1.1159420289855073
112,20,3,1.2142857142857144
38,124,4,1.7297297297297298
90,40,48,1.8229571984435797
55,136,23,1.853448275862069
86,20,21,1.4072398190045248
66,104,5,1.0254596888260255
81,48,46,4.214285714285714
23,99,7,1.0533070088845014
49,99,7,1.0356200527704487
82,97,27,2.647887323943662
73,97,37,2.0125
92,88,11,1.4017857142857144
111,75,3,1.305084745762712
66,99,11,1.0636492220650635
69,130,27,1.1993185689948893
5,114,14,1.39
5,65,3,1.06
34,30,23,1.5561797752808988
38,34,3,1.4864864864864866
21,108,1,1.0
45,115,8,1.0384850335980453
7,111,2,1.0271084337349397
110,53,3,1.1022727272727273
86,97,43,1.8552036199095023
56,88,10,1.3
84,59,10,1.23342939481268
48,87,13,1.0525547445255474
97,113,4,2.8
107,71,26,1.9615384615384617
37,48,10,2.396551724137931
106,103,17,1.8
83,35,25,1.7224080267558528
71,46,3,1.0299003322259135
90,75,9,1.140077821011673
49,118,1,1.0
54,27,4,1.043338683788122
28,79,1,1.0
33,89,15,1.390092879256966
56,55,18,1.5666666666666667
38,43,3,1.4864864864864866
61,136,7,1.101123595505618
64,146,2,1.0062154696132597
72,18,15,1.195046439628483
95,20,3,1.4285714285714284
107,27,3,1.0769230769230769
15,55,5,1.5714285714285714
88,27,3,1.0326678765880217
63,134,38,1.3027272727272727
45,87,15,1.0769700671960905
83,128,1,1.0
63,90,9,1.0654545454545454
108,19,3,1.0708661417322833
54,69,9,1.115569823434992
94,132,5,1.342857142857143
14,146,4,1.2347826086956522
82,107,5,1.2535211267605635
71,41,1,1.0
62,50,15,1.2157534246575343
74,36,26,1.7053291536050157
34,78,6,1.1264044943820224
55,20,24,1.8922413793103448
83,130,10,1.2709030100334449
55,18,2,1.0387931034482758
51,65,10,1.0520231213872833
34,29,12,1.2780898876404494
9,27,3,1.0694980694980694
11,134,6,1.2008928571428572
83,97,27,1.7826086956521738
72,76,33,1.4458204334365323
50,41,7,1.0314868804664723
87,11,57,2.110132158590308
44,87,28,1.0778596603652675
93,11,7,1.4655172413793105
49,22,9,1.0474934036939314
101,11,4,1.5869565217391304
3,18,3,1.057877813504823
29,88,20,1.2753623188405798
30,99,5,1.0515021459227467
103,130,4,1.3
86,28,41,1.8144796380090498
93,46,2,1.0775862068965518
72,25,6,1.0696594427244581
14,136,4,1.2347826086956522
4,83,5,1.0721442885771544
15,85,1,1.0
45,44,3,1.010995723885156
10,138,2,1.0250696378830084
90,111,11,1.1750972762645915
76,7,2,1.079646017699115
6,111,18,1.446064139941691
33,78,10,1.2507739938080495
86,75,19,1.3665158371040724
105,25,3,1.1208053691275168
42,107,38,1.2108929702343256
76,51,59,5.619469026548672
29,41,8,1.1014492753623188
54,19,16,1.21669341894061
92,128,3,1.0803571428571428
92,16,23,1.8839285714285716
54,127,11,1.14446227929374
109,107,1,1.0
35,85,5,1.2535211267605635
23,137,16,1.1332675222112536
77,40,7,2.018867924528302
17,91,3,1.782608695652174
118,91,4,2.6875
78,13,34,9.999999999999998
25,87,7,1.074792243767313
41,92,9,1.05446293494705
105,88,11,1.604026845637584
69,110,21,1.153321976149915
65,130,19,1.1589793915603532
34,130,7,1.151685393258427
103,76,5,1.4
38,21,6,2.2162162162162167
75,43,12,1.8839285714285716
94,101,52,5.371428571428572
87,8,4,1.0594713656387664
34,88,7,1.151685393258427
32,100,15,1.2423076923076923
24,142,8,1.0480549199084668
93,137,5,1.3103448275862069
6,108,1,1.0
86,103,27,1.5294117647058822
3,36,13,1.3472668810289388
2,123,5,1.1682242990654206
51,87,7,1.0346820809248554
86,128,9,1.1628959276018098
36,85,12,2.0531914893617023
111,19,2,1.152542372881356
53,5,17,1.2292993630573248
49,100,29,1.16622691292876
71,57,8,1.1046511627906976
84,57,38,1.9596541786743515
36,100,6,1.4787234042553192
13,21,25,3.3478260869565215
4,26,16,1.2705410821643286
48,146,9,1.0350364963503649
67,37,10,1.070008643042351
85,69,5,1.0986301369863014
24,54,6,1.034324942791762
106,76,35,2.7
91,48,41,3.1301775147928996
56,48,30,1.9666666666666668
9,108,1,1.0
9,106,5,1.138996138996139
12,11,22,2.061797752808989
75,40,5,1.3214285714285714
107,119,13,1.4615384615384617
94,20,11,1.8571428571428572
86,142,7,1.1221719457013575
7,147,1,1.0
112,43,8,1.75
6,82,8,1.183673469387755
6,71,24,1.6034985422740524
78,85,13,4.2727272727272725
66,85,77,1.4837340876944838
